supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Omeprazole,Metromed,10087.0,Saudi German Hospital Dubai,19,3,783
Lisinopril,Global Med UAE,9892.0,American Hospital Dubai,14,5,785
Bandage Roll,Al Maqam Medical Supplies LLC,4198.0,NMC Royal Hospital Dubai,37,3,985
Salbutamol,Planet Distribution,9997.0,American Hospital Dubai,14,2,307
Losartan,Al Maqam Medical Supplies LLC,4617.0,American Hospital Dubai,12,1,248
Prednisolone,Kiwi Medical Supplies,7685.0,Mediclinic City Hospital Dubai,48,1,839
Aspirin,AKI Pharma,9054.0,Mediclinic City Hospital Dubai,40,2,527
Azithromycin,City Pharmacy Co.,9671.0,Saudi German Hospital Dubai,17,2,447
Simvastatin,Planet Distribution,10236.0,Al Zahra Hospital Dubai,21,2,746
Insulin Pen,Pharma Solutions,2529.0,Dubai Hospital,46,5,218
Ventilator,Pharma Solutions,4435.0,Emirates Hospital Dubai,19,1,798
Atorvastatin,Metromed,6533.0,American Hospital Dubai,46,2,994
Simvastatin,MPC Healthcare,8958.0,Al Zahra Hospital Dubai,30,1,361
Bandage Roll,Al Naghi Medical,1645.0,Emirates Hospital Dubai,16,3,269
Wheelchair,Global Med UAE,4983.0,Emirates Hospital Dubai,25,3,806
Blood Pressure Monitor,MPC Healthcare,2936.0,Dubai Hospital,47,4,890
Surgical Masks,Al Zahrawi Medical,5590.0,Saudi German Hospital Dubai,17,5,966
Sterile Gauze,AKI Pharma,439.0,Emirates Hospital Dubai,39,2,497
Stethoscope,AKI Pharma,4319.0,Dubai Hospital,15,2,265
Lisinopril,Pharma Solutions,10368.0,Emirates Hospital Dubai,10,3,276
Salbutamol,AKI Pharma,8837.0,American Hospital Dubai,34,1,892
Insulin Pen,Metromed,3856.0,American Hospital Dubai,27,5,949
Bandage Roll,AKI Pharma,795.0,Thumbay Hospital Dubai,14,3,523
IV Bag,HealthPro Distributors UAE,14760.0,Al Zahra Hospital Dubai,50,3,740
IV Bag,HealthPro Distributors UAE,14376.0,NMC Royal Hospital Dubai,15,2,954
Salbutamol,HealthPro Distributors UAE,8485.0,Dubai Hospital,12,4,819
Pantoprazole,Pharma Solutions,3314.0,Mediclinic City Hospital Dubai,42,5,149
Insulin Pen,Al Naghi Medical,5453.0,Dubai Hospital,29,2,601
Salbutamol,Al Naghi Medical,6817.0,NMC Royal Hospital Dubai,19,4,158
Drip Stand,AKI Pharma,3360.0,Al Zahra Hospital Dubai,38,1,623
Losartan,Metromed,1234.0,Mediclinic City Hospital Dubai,45,3,220
Fluconazole,AKI Pharma,5190.0,NMC Royal Hospital Dubai,46,5,719
Atorvastatin,Planet Distribution,4823.0,Thumbay Hospital Dubai,49,3,729
Disposable Gloves,HealthPro Distributors UAE,5920.0,Mediclinic City Hospital Dubai,15,3,171
Ventilator,Al Zahrawi Medical,4829.0,American Hospital Dubai,26,2,311
Aspirin,Planet Distribution,8697.0,NMC Royal Hospital Dubai,25,3,167
Surgical Scissors,MPC Healthcare,4853.0,Dubai Hospital,38,2,795
Bandage Roll,Al Zahrawi Medical,2374.0,Mediclinic City Hospital Dubai,14,1,929
Surgical Masks,Metromed,6825.0,Thumbay Hospital Dubai,35,3,754
Salbutamol,Gulf Drug,9032.0,Dubai Hospital,47,3,704
Bandage Roll,City Pharmacy Co.,2615.0,Emirates Hospital Dubai,35,4,779
Syringe Set,HealthPro Distributors UAE,20578.0,Mediclinic City Hospital Dubai,32,1,495
Thermometer,Metromed,6799.0,Mediclinic City Hospital Dubai,50,5,380
Levothyroxine,Al Naghi Medical,6267.0,Thumbay Hospital Dubai,38,3,490
Insulin Pen,Gulf Drug,5193.0,Emirates Hospital Dubai,47,1,943
Paracetamol,Pharma Solutions,18737.0,NMC Royal Hospital Dubai,24,4,721
Bandage Roll,AKI Pharma,1349.0,Saudi German Hospital Dubai,39,2,271
Stethoscope,Babirus LLC,7224.0,NMC Royal Hospital Dubai,42,3,727
Lisinopril,Al Maqam Medical Supplies LLC,10342.0,Emirates Hospital Dubai,27,4,457
ECG Machine,Planet Distribution,2696.0,Al Zahra Hospital Dubai,11,3,799
Losartan,Kiwi Medical Supplies,2248.0,Dubai Hospital,11,4,998
Blood Pressure Monitor,City Pharmacy Co.,2174.0,Thumbay Hospital Dubai,38,4,619
Lisinopril,Paramount Medical Equipment Trading LLC,8504.0,NMC Royal Hospital Dubai,15,3,829
Hydrochlorothiazide,Kiwi Medical Supplies,11376.0,Mediclinic City Hospital Dubai,10,3,820
Defibrillator,HealthPro Distributors UAE,1465.0,Thumbay Hospital Dubai,43,3,555
IV Bag,Al Naghi Medical,10845.0,American Hospital Dubai,48,3,290
Hydrochlorothiazide,HealthPro Distributors UAE,8188.0,Emirates Hospital Dubai,16,4,396
Wheelchair,Kiwi Medical Supplies,2930.0,Dubai Hospital,35,4,131
Hand Sanitizer,Global Med UAE,3625.0,NMC Royal Hospital Dubai,46,1,492
Lisinopril,City Pharmacy Co.,9755.0,Thumbay Hospital Dubai,23,3,492
Pantoprazole,Al Zahrawi Medical,1265.0,Dubai Hospital,24,2,776
Blood Pressure Monitor,Pharma Solutions,3642.0,NMC Royal Hospital Dubai,36,2,781
Prednisolone,Al Zahrawi Medical,6253.0,Thumbay Hospital Dubai,11,3,736
Thermometer,Global Med UAE,5989.0,Mediclinic City Hospital Dubai,41,3,735
Pulse Oximeter,MPC Healthcare,2780.0,American Hospital Dubai,32,5,299
Metronidazole,Metromed,3234.0,American Hospital Dubai,18,3,439
Simvastatin,Gulf Drug,8522.0,Al Zahra Hospital Dubai,19,5,631
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,917.0,Thumbay Hospital Dubai,28,2,725
Wheelchair,Al Naghi Medical,3940.0,NMC Royal Hospital Dubai,17,3,682
Blood Pressure Monitor,Metromed,3751.0,American Hospital Dubai,15,4,390
Disposable Gloves,MPC Healthcare,8992.0,Emirates Hospital Dubai,46,4,281
Hydrochlorothiazide,AKI Pharma,10046.0,American Hospital Dubai,48,3,750
Bandage Roll,Al Naghi Medical,2903.0,Saudi German Hospital Dubai,19,4,762
Ibuprofen,Pharma Solutions,890.0,Saudi German Hospital Dubai,15,3,687
Prednisolone,MPC Healthcare,6224.0,American Hospital Dubai,20,3,407
Stethoscope,AKI Pharma,5064.0,Thumbay Hospital Dubai,30,3,243
Prednisolone,Kiwi Medical Supplies,4780.0,Al Zahra Hospital Dubai,20,4,214
Prednisolone,Al Naghi Medical,7244.0,American Hospital Dubai,26,3,967
Disposable Gloves,Gulf Drug,7107.0,Mediclinic City Hospital Dubai,24,2,940
Blood Pressure Monitor,HealthPro Distributors UAE,4364.0,Dubai Hospital,44,1,854
Simvastatin,MPC Healthcare,6828.0,NMC Royal Hospital Dubai,11,4,123
Disposable Gloves,Al Zahrawi Medical,6579.0,Al Zahra Hospital Dubai,11,3,320
Doxycycline,Al Naghi Medical,4797.0,Mediclinic City Hospital Dubai,15,4,460
Losartan,Planet Distribution,2159.0,Al Zahra Hospital Dubai,14,2,225
ECG Machine,Global Med UAE,1178.0,Mediclinic City Hospital Dubai,15,3,247
Hand Sanitizer,Gulf Drug,2977.0,NMC Royal Hospital Dubai,37,4,538
Prednisolone,Metromed,5634.0,NMC Royal Hospital Dubai,13,2,466
Atorvastatin,City Pharmacy Co.,5741.0,Saudi German Hospital Dubai,12,5,479
Surgical Masks,MPC Healthcare,7541.0,Thumbay Hospital Dubai,25,4,125
Salbutamol,Metromed,6503.0,Mediclinic City Hospital Dubai,42,3,917
Oxygen Cylinder,Metromed,4414.0,Dubai Hospital,16,3,344
Azithromycin,City Pharmacy Co.,8176.0,Saudi German Hospital Dubai,41,3,720
Pantoprazole,Pharma Solutions,1854.0,Mediclinic City Hospital Dubai,26,3,932
Bandage Roll,Paramount Medical Equipment Trading LLC,4319.0,Saudi German Hospital Dubai,38,3,801
Scalpel,Planet Distribution,4062.0,NMC Royal Hospital Dubai,28,5,520
Metformin,Planet Distribution,13376.0,Al Zahra Hospital Dubai,47,3,899
Syringe Set,MPC Healthcare,22188.0,Emirates Hospital Dubai,32,3,819
Ciprofloxacin,HealthPro Distributors UAE,7646.0,Saudi German Hospital Dubai,25,2,939
ECG Machine,Planet Distribution,1189.0,Mediclinic City Hospital Dubai,46,2,627
ECG Machine,Al Zahrawi Medical,751.0,Mediclinic City Hospital Dubai,35,1,406
Losartan,Al Zahrawi Medical,2994.0,Emirates Hospital Dubai,47,2,534
Ventilator,HealthPro Distributors UAE,1817.0,Thumbay Hospital Dubai,18,1,963
Aspirin,Global Med UAE,9405.0,Dubai Hospital,36,3,537
Atorvastatin,HealthPro Distributors UAE,6064.0,NMC Royal Hospital Dubai,23,3,537
Aspirin,Paramount Medical Equipment Trading LLC,10299.0,Mediclinic City Hospital Dubai,18,5,112
Defibrillator,MPC Healthcare,1740.0,American Hospital Dubai,44,3,595
Omeprazole,Global Med UAE,13397.0,Al Zahra Hospital Dubai,29,1,934
Lisinopril,Babirus LLC,7111.0,Saudi German Hospital Dubai,14,4,779
Oxygen Cylinder,City Pharmacy Co.,970.0,Thumbay Hospital Dubai,50,3,269
Surgical Scissors,Pharma Solutions,2358.0,Dubai Hospital,40,2,759
Losartan,Babirus LLC,4797.0,Emirates Hospital Dubai,28,4,969
Blood Pressure Monitor,Al Zahrawi Medical,3798.0,Al Zahra Hospital Dubai,13,3,915
Fluconazole,Paramount Medical Equipment Trading LLC,8220.0,NMC Royal Hospital Dubai,28,3,554
Aspirin,Metromed,10060.0,Thumbay Hospital Dubai,16,1,332
Surgical Masks,Al Zahrawi Medical,7940.0,Dubai Hospital,34,2,183
Simvastatin,Planet Distribution,7401.0,Saudi German Hospital Dubai,37,4,770
Stethoscope,Paramount Medical Equipment Trading LLC,3967.0,Saudi German Hospital Dubai,22,1,410
Paracetamol,Global Med UAE,17342.0,Emirates Hospital Dubai,38,5,815
Omeprazole,Gulf Drug,10584.0,American Hospital Dubai,42,3,340
Lisinopril,MPC Healthcare,8065.0,Emirates Hospital Dubai,44,4,693
Prednisolone,Global Med UAE,6997.0,NMC Royal Hospital Dubai,26,3,165
Pulse Oximeter,Metromed,2896.0,Thumbay Hospital Dubai,31,2,896
Drip Stand,Metromed,6358.0,Thumbay Hospital Dubai,27,3,818
Stethoscope,Al Naghi Medical,3907.0,Mediclinic City Hospital Dubai,44,4,524
Syringe Set,City Pharmacy Co.,21719.0,American Hospital Dubai,11,4,781
Prednisolone,Babirus LLC,6719.0,American Hospital Dubai,38,2,831
Losartan,AKI Pharma,919.0,Thumbay Hospital Dubai,20,5,590
Omeprazole,HealthPro Distributors UAE,9339.0,Thumbay Hospital Dubai,44,2,577
Omeprazole,Babirus LLC,12531.0,Al Zahra Hospital Dubai,36,5,480
Ciprofloxacin,Pharma Solutions,8256.0,Dubai Hospital,12,3,475
IV Bag,MPC Healthcare,13929.0,Al Zahra Hospital Dubai,43,4,672
Bandage Roll,MPC Healthcare,1757.0,Al Zahra Hospital Dubai,16,4,577
Hand Sanitizer,Metromed,915.0,American Hospital Dubai,20,3,714
Oxygen Cylinder,Gulf Drug,187.0,Mediclinic City Hospital Dubai,47,3,317
Paracetamol,Metromed,17731.0,Saudi German Hospital Dubai,24,3,455
Surgical Masks,Global Med UAE,6996.0,Al Zahra Hospital Dubai,48,5,547
Ventilator,Kiwi Medical Supplies,2732.0,Mediclinic City Hospital Dubai,48,3,849
Disposable Gloves,Kiwi Medical Supplies,6296.0,Emirates Hospital Dubai,36,5,908
Salbutamol,Pharma Solutions,8575.0,NMC Royal Hospital Dubai,25,3,186
Azithromycin,Paramount Medical Equipment Trading LLC,8216.0,Al Zahra Hospital Dubai,48,2,151
Metformin,Al Zahrawi Medical,14589.0,Emirates Hospital Dubai,48,3,747
Wheelchair,HealthPro Distributors UAE,3295.0,Saudi German Hospital Dubai,36,3,469
Metronidazole,Pharma Solutions,297.0,NMC Royal Hospital Dubai,17,3,292
Azithromycin,Pharma Solutions,8721.0,NMC Royal Hospital Dubai,46,2,499
Omeprazole,Kiwi Medical Supplies,13172.0,Saudi German Hospital Dubai,32,4,318
Thermometer,Metromed,8842.0,Al Zahra Hospital Dubai,15,4,413
Disposable Gloves,AKI Pharma,7684.0,American Hospital Dubai,29,2,648
Blood Pressure Monitor,HealthPro Distributors UAE,3956.0,Saudi German Hospital Dubai,10,2,156
Disposable Gloves,Planet Distribution,6902.0,Saudi German Hospital Dubai,37,3,568
Defibrillator,Al Maqam Medical Supplies LLC,1299.0,Saudi German Hospital Dubai,50,3,259
Blood Pressure Monitor,Al Naghi Medical,3282.0,NMC Royal Hospital Dubai,17,2,847
Losartan,Al Maqam Medical Supplies LLC,373.0,Dubai Hospital,37,3,185
Aspirin,Kiwi Medical Supplies,11179.0,Mediclinic City Hospital Dubai,50,4,789
Prednisolone,City Pharmacy Co.,4335.0,Emirates Hospital Dubai,12,4,869
Metronidazole,Pharma Solutions,3879.0,American Hospital Dubai,14,3,290
Doxycycline,Al Zahrawi Medical,4753.0,Al Zahra Hospital Dubai,19,1,267
Thermometer,Metromed,8141.0,Al Zahra Hospital Dubai,18,1,607
Amoxicillin,Planet Distribution,12588.0,Emirates Hospital Dubai,10,2,273
Thermometer,Global Med UAE,9305.0,Mediclinic City Hospital Dubai,14,4,496
Paracetamol,Al Naghi Medical,16762.0,Saudi German Hospital Dubai,48,4,470
Stethoscope,Paramount Medical Equipment Trading LLC,4423.0,Dubai Hospital,28,1,511
Ventilator,MPC Healthcare,3836.0,American Hospital Dubai,18,5,456
Disposable Gloves,City Pharmacy Co.,9641.0,Al Zahra Hospital Dubai,12,4,620
Scalpel,MPC Healthcare,2863.0,Emirates Hospital Dubai,11,4,392
Omeprazole,Al Naghi Medical,13734.0,Thumbay Hospital Dubai,46,3,272
Metronidazole,Planet Distribution,4330.0,Dubai Hospital,26,3,710
Prednisolone,Al Maqam Medical Supplies LLC,7581.0,Emirates Hospital Dubai,17,1,514
Bandage Roll,City Pharmacy Co.,2609.0,Dubai Hospital,19,3,529
Disposable Gloves,Global Med UAE,8849.0,Al Zahra Hospital Dubai,34,3,406
Levothyroxine,Babirus LLC,7084.0,Saudi German Hospital Dubai,41,3,923
ECG Machine,AKI Pharma,4782.0,Thumbay Hospital Dubai,14,3,938
Azithromycin,Al Naghi Medical,9299.0,Mediclinic City Hospital Dubai,44,2,376
Disposable Gloves,Babirus LLC,6646.0,American Hospital Dubai,48,3,689
Disposable Gloves,Kiwi Medical Supplies,9315.0,Mediclinic City Hospital Dubai,22,1,991
Blood Pressure Monitor,MPC Healthcare,2858.0,Mediclinic City Hospital Dubai,16,5,643
Syringe Set,Paramount Medical Equipment Trading LLC,20300.0,Emirates Hospital Dubai,44,1,685
Ibuprofen,Paramount Medical Equipment Trading LLC,4684.0,Dubai Hospital,22,3,465
Levothyroxine,MPC Healthcare,10374.0,American Hospital Dubai,40,2,374
Atorvastatin,Al Naghi Medical,4408.0,American Hospital Dubai,46,4,601
Pantoprazole,Pharma Solutions,2751.0,Al Zahra Hospital Dubai,37,4,908
Ventilator,Al Zahrawi Medical,1070.0,Al Zahra Hospital Dubai,41,2,573
IV Bag,Paramount Medical Equipment Trading LLC,13167.0,American Hospital Dubai,50,4,571
Sterile Gauze,Planet Distribution,841.0,Thumbay Hospital Dubai,38,3,605
Lisinopril,HealthPro Distributors UAE,7317.0,NMC Royal Hospital Dubai,11,2,355
Lisinopril,Al Naghi Medical,9636.0,Al Zahra Hospital Dubai,26,3,915
Simvastatin,HealthPro Distributors UAE,11069.0,NMC Royal Hospital Dubai,10,3,550
Amoxicillin,City Pharmacy Co.,16656.0,Emirates Hospital Dubai,25,3,975
Lisinopril,Planet Distribution,8087.0,Thumbay Hospital Dubai,27,1,792
Metformin,Paramount Medical Equipment Trading LLC,11122.0,American Hospital Dubai,30,2,301
Insulin Pen,Babirus LLC,7360.0,Thumbay Hospital Dubai,15,3,968
Thermometer,Paramount Medical Equipment Trading LLC,9048.0,Al Zahra Hospital Dubai,10,2,263
Paracetamol,Pharma Solutions,15289.0,Mediclinic City Hospital Dubai,12,3,880
Insulin Pen,Gulf Drug,6959.0,Emirates Hospital Dubai,26,3,971
Scalpel,HealthPro Distributors UAE,4167.0,American Hospital Dubai,44,4,935
Atorvastatin,MPC Healthcare,5705.0,Saudi German Hospital Dubai,34,3,592
Omeprazole,City Pharmacy Co.,12058.0,Emirates Hospital Dubai,23,3,475
Omeprazole,Al Zahrawi Medical,13274.0,Dubai Hospital,47,2,691
Ventilator,Gulf Drug,3116.0,NMC Royal Hospital Dubai,36,5,606
Bandage Roll,MPC Healthcare,1152.0,Thumbay Hospital Dubai,48,3,142
Amoxicillin,Babirus LLC,13712.0,American Hospital Dubai,50,1,284
Oxygen Cylinder,Al Naghi Medical,3606.0,Emirates Hospital Dubai,33,3,478
Sterile Gauze,City Pharmacy Co.,1920.0,Thumbay Hospital Dubai,18,3,249
Drip Stand,AKI Pharma,3327.0,American Hospital Dubai,41,2,991
IV Bag,Pharma Solutions,13555.0,Al Zahra Hospital Dubai,44,5,217
Wheelchair,Gulf Drug,5013.0,Emirates Hospital Dubai,45,3,700
Amoxicillin,Planet Distribution,15577.0,Al Zahra Hospital Dubai,21,2,228
Azithromycin,Kiwi Medical Supplies,11960.0,Emirates Hospital Dubai,40,3,614
Simvastatin,Kiwi Medical Supplies,6532.0,Al Zahra Hospital Dubai,47,3,142
Metformin,Paramount Medical Equipment Trading LLC,13951.0,Dubai Hospital,42,5,347
Metformin,Gulf Drug,11118.0,Thumbay Hospital Dubai,23,3,526
Levothyroxine,City Pharmacy Co.,10377.0,Saudi German Hospital Dubai,19,3,497
Amoxicillin,Gulf Drug,16632.0,Emirates Hospital Dubai,12,2,178
Ventilator,Kiwi Medical Supplies,3712.0,Dubai Hospital,32,2,946
Hand Sanitizer,Metromed,4573.0,Emirates Hospital Dubai,14,4,722
ECG Machine,Pharma Solutions,4839.0,Al Zahra Hospital Dubai,41,5,880
Doxycycline,Global Med UAE,7929.0,American Hospital Dubai,31,5,511
Bandage Roll,Al Zahrawi Medical,2151.0,Emirates Hospital Dubai,20,3,728
Atorvastatin,Paramount Medical Equipment Trading LLC,4866.0,Dubai Hospital,24,5,595
Pantoprazole,MPC Healthcare,4620.0,Al Zahra Hospital Dubai,43,3,769
Thermometer,Gulf Drug,8606.0,Mediclinic City Hospital Dubai,17,5,640
Levothyroxine,MPC Healthcare,7887.0,Al Zahra Hospital Dubai,28,3,826
ECG Machine,Babirus LLC,692.0,Thumbay Hospital Dubai,38,1,614
Ciprofloxacin,Al Naghi Medical,8965.0,Saudi German Hospital Dubai,42,2,369
Insulin Pen,Al Maqam Medical Supplies LLC,4850.0,Mediclinic City Hospital Dubai,22,4,999
Stethoscope,Metromed,6227.0,Thumbay Hospital Dubai,13,2,897
Losartan,City Pharmacy Co.,508.0,Thumbay Hospital Dubai,18,4,688
Syringe Set,Pharma Solutions,23841.0,Thumbay Hospital Dubai,15,3,128
Ibuprofen,Planet Distribution,929.0,American Hospital Dubai,31,4,556
Doxycycline,Pharma Solutions,5780.0,Thumbay Hospital Dubai,20,1,984
Blood Pressure Monitor,Gulf Drug,205.0,American Hospital Dubai,12,3,788
Losartan,AKI Pharma,244.0,Thumbay Hospital Dubai,36,3,708
Metronidazole,HealthPro Distributors UAE,3636.0,NMC Royal Hospital Dubai,38,1,852
Scalpel,Al Naghi Medical,1839.0,Dubai Hospital,25,2,829
Wheelchair,Pharma Solutions,429.0,Mediclinic City Hospital Dubai,25,3,980
Sterile Gauze,Metromed,3818.0,NMC Royal Hospital Dubai,41,3,522
Ciprofloxacin,Al Zahrawi Medical,5726.0,Thumbay Hospital Dubai,35,2,120
Hydrochlorothiazide,Metromed,7899.0,Mediclinic City Hospital Dubai,30,2,356
Syringe Set,Al Zahrawi Medical,22192.0,Mediclinic City Hospital Dubai,50,1,713
Losartan,Al Zahrawi Medical,3514.0,Emirates Hospital Dubai,12,2,986
Levothyroxine,Global Med UAE,10060.0,Saudi German Hospital Dubai,49,3,750
Blood Pressure Monitor,Pharma Solutions,1843.0,NMC Royal Hospital Dubai,23,2,763
Ibuprofen,Paramount Medical Equipment Trading LLC,1005.0,Saudi German Hospital Dubai,43,3,542
Pulse Oximeter,Babirus LLC,3839.0,Mediclinic City Hospital Dubai,19,1,841
Insulin Pen,MPC Healthcare,3809.0,American Hospital Dubai,12,2,995
Hydrochlorothiazide,Al Naghi Medical,8592.0,Mediclinic City Hospital Dubai,27,3,119
Bandage Roll,Babirus LLC,3108.0,Saudi German Hospital Dubai,24,3,829
Fluconazole,Global Med UAE,5440.0,NMC Royal Hospital Dubai,45,5,638
Ciprofloxacin,Al Zahrawi Medical,8992.0,Thumbay Hospital Dubai,36,1,237
Wheelchair,Babirus LLC,3072.0,Emirates Hospital Dubai,33,3,786
Surgical Masks,Metromed,3666.0,Emirates Hospital Dubai,11,4,498
Pantoprazole,Babirus LLC,4868.0,Emirates Hospital Dubai,30,2,952
Stethoscope,AKI Pharma,4077.0,Thumbay Hospital Dubai,48,3,631
Thermometer,Al Naghi Medical,7260.0,Emirates Hospital Dubai,27,3,285
IV Bag,Kiwi Medical Supplies,12348.0,NMC Royal Hospital Dubai,48,5,693
Levothyroxine,MPC Healthcare,6879.0,Thumbay Hospital Dubai,32,3,899
Oxygen Cylinder,Metromed,1058.0,Emirates Hospital Dubai,10,1,340
Atorvastatin,Global Med UAE,3803.0,Thumbay Hospital Dubai,40,4,393
Levothyroxine,Al Zahrawi Medical,9164.0,Saudi German Hospital Dubai,23,3,253
Wheelchair,Pharma Solutions,273.0,Dubai Hospital,13,3,225
Metformin,Planet Distribution,13331.0,Dubai Hospital,11,3,620
Thermometer,Global Med UAE,5302.0,NMC Royal Hospital Dubai,39,3,668
Simvastatin,Babirus LLC,10959.0,Al Zahra Hospital Dubai,26,3,670
Levothyroxine,City Pharmacy Co.,7036.0,American Hospital Dubai,20,3,736
Atorvastatin,Pharma Solutions,4858.0,Emirates Hospital Dubai,38,1,765
Azithromycin,Global Med UAE,10863.0,American Hospital Dubai,15,4,939
Defibrillator,HealthPro Distributors UAE,4760.0,Thumbay Hospital Dubai,48,3,182
Surgical Scissors,Metromed,3970.0,American Hospital Dubai,35,3,275
Oxygen Cylinder,HealthPro Distributors UAE,3594.0,NMC Royal Hospital Dubai,19,4,232
Lisinopril,City Pharmacy Co.,7189.0,NMC Royal Hospital Dubai,36,2,303
Paracetamol,Paramount Medical Equipment Trading LLC,19699.0,Mediclinic City Hospital Dubai,41,5,140
IV Bag,City Pharmacy Co.,12537.0,Dubai Hospital,25,2,488
Drip Stand,Kiwi Medical Supplies,6102.0,Emirates Hospital Dubai,41,4,729
Stethoscope,Al Naghi Medical,5993.0,Mediclinic City Hospital Dubai,11,4,943
Surgical Scissors,City Pharmacy Co.,2422.0,American Hospital Dubai,49,1,230
Sterile Gauze,Al Naghi Medical,3080.0,Al Zahra Hospital Dubai,15,3,981
Drip Stand,Al Maqam Medical Supplies LLC,5475.0,Mediclinic City Hospital Dubai,19,3,471
Aspirin,Pharma Solutions,11245.0,Mediclinic City Hospital Dubai,24,5,520
IV Bag,Al Maqam Medical Supplies LLC,10557.0,NMC Royal Hospital Dubai,38,2,505
Atorvastatin,AKI Pharma,6712.0,Al Zahra Hospital Dubai,34,2,332
Aspirin,City Pharmacy Co.,12584.0,Thumbay Hospital Dubai,39,5,783
Oxygen Cylinder,Babirus LLC,4711.0,American Hospital Dubai,22,3,573
Hand Sanitizer,Kiwi Medical Supplies,4319.0,Mediclinic City Hospital Dubai,35,4,872
Lisinopril,Planet Distribution,7592.0,Al Zahra Hospital Dubai,19,2,309
Insulin Pen,Babirus LLC,3268.0,Dubai Hospital,28,3,612
Hand Sanitizer,Kiwi Medical Supplies,4302.0,Emirates Hospital Dubai,19,3,704
Salbutamol,Paramount Medical Equipment Trading LLC,6856.0,Al Zahra Hospital Dubai,34,3,286
Disposable Gloves,MPC Healthcare,7966.0,Dubai Hospital,25,3,455
Scalpel,Babirus LLC,283.0,American Hospital Dubai,28,3,824
Syringe Set,Planet Distribution,23356.0,Al Zahra Hospital Dubai,25,4,653
Pulse Oximeter,Babirus LLC,273.0,Dubai Hospital,30,4,299
Aspirin,Babirus LLC,11130.0,Al Zahra Hospital Dubai,18,5,334
Syringe Set,Kiwi Medical Supplies,24769.0,Al Zahra Hospital Dubai,24,4,448
Lisinopril,Kiwi Medical Supplies,10837.0,Emirates Hospital Dubai,40,4,842
Thermometer,Al Zahrawi Medical,7081.0,Dubai Hospital,43,3,991
Ventilator,Metromed,2310.0,Dubai Hospital,20,2,225
Surgical Scissors,Metromed,1546.0,Mediclinic City Hospital Dubai,49,5,114
Levothyroxine,Global Med UAE,6400.0,American Hospital Dubai,45,4,316
Ventilator,Al Zahrawi Medical,5854.0,Emirates Hospital Dubai,36,3,814
Ibuprofen,Al Maqam Medical Supplies LLC,1470.0,Al Zahra Hospital Dubai,12,2,198
Aspirin,Al Zahrawi Medical,10612.0,Al Zahra Hospital Dubai,41,3,715
Amoxicillin,Babirus LLC,15555.0,Mediclinic City Hospital Dubai,30,4,271
Salbutamol,Gulf Drug,9939.0,American Hospital Dubai,12,3,945
Aspirin,Babirus LLC,9982.0,NMC Royal Hospital Dubai,17,3,481
Oxygen Cylinder,Al Naghi Medical,1191.0,Emirates Hospital Dubai,14,3,233
Insulin Pen,Al Naghi Medical,2727.0,Mediclinic City Hospital Dubai,50,5,973
Metronidazole,Gulf Drug,1311.0,American Hospital Dubai,28,2,336
Ibuprofen,Metromed,4756.0,Emirates Hospital Dubai,36,1,133
Hydrochlorothiazide,Metromed,10473.0,Al Zahra Hospital Dubai,26,3,298
Hydrochlorothiazide,Al Naghi Medical,8077.0,American Hospital Dubai,21,2,396
Wheelchair,Al Zahrawi Medical,1770.0,American Hospital Dubai,20,3,716
Pulse Oximeter,Gulf Drug,5059.0,Thumbay Hospital Dubai,24,4,336
Drip Stand,Pharma Solutions,6452.0,American Hospital Dubai,41,5,328
Losartan,Pharma Solutions,441.0,NMC Royal Hospital Dubai,16,3,834
Pantoprazole,MPC Healthcare,4269.0,American Hospital Dubai,21,3,147
Omeprazole,Metromed,13544.0,NMC Royal Hospital Dubai,14,3,934
Levothyroxine,Kiwi Medical Supplies,6059.0,Al Zahra Hospital Dubai,10,3,244
Insulin Pen,City Pharmacy Co.,3044.0,NMC Royal Hospital Dubai,29,1,434
Wheelchair,Kiwi Medical Supplies,355.0,Emirates Hospital Dubai,37,3,309
Omeprazole,Metromed,12856.0,Al Zahra Hospital Dubai,48,4,562
Blood Pressure Monitor,Al Maqam Medical Supplies LLC,1272.0,Al Zahra Hospital Dubai,38,3,950
Syringe Set,Planet Distribution,22473.0,NMC Royal Hospital Dubai,17,1,204
Stethoscope,Kiwi Medical Supplies,7721.0,Dubai Hospital,29,4,178
Metronidazole,AKI Pharma,1077.0,Mediclinic City Hospital Dubai,25,3,838
Omeprazole,AKI Pharma,11738.0,Saudi German Hospital Dubai,29,4,239
Losartan,City Pharmacy Co.,3059.0,Dubai Hospital,37,3,483
Metronidazole,Al Zahrawi Medical,1316.0,American Hospital Dubai,19,4,494
Prednisolone,Paramount Medical Equipment Trading LLC,6146.0,Thumbay Hospital Dubai,11,5,827
Bandage Roll,City Pharmacy Co.,678.0,Saudi German Hospital Dubai,42,4,786
Lisinopril,MPC Healthcare,10638.0,American Hospital Dubai,19,3,815
Surgical Scissors,Metromed,2600.0,Dubai Hospital,34,3,461
Bandage Roll,MPC Healthcare,4303.0,Dubai Hospital,13,5,380
Drip Stand,City Pharmacy Co.,4445.0,American Hospital Dubai,37,2,694
Atorvastatin,Kiwi Medical Supplies,7091.0,Al Zahra Hospital Dubai,49,4,417
